date,Market_Index, Period,Market_Change
01-01-2018,10435.55,Pre,-5.90%
02-01-2018,10442.2,Pre,-5.84%
03-01-2018,10443.2,Pre,-5.83%
04-01-2018,10504.8,Pre,-5.28%
05-01-2018,10558.85,Pre,-4.79%
08-01-2018,10623.6,Pre,-4.21%
09-01-2018,10637,Pre,-4.09%
10-01-2018,10632.2,Pre,-4.13%
11-01-2018,10651.2,Pre,-3.96%
12-01-2018,10681.25,Pre,-3.69%
15-01-2018,10741.55,Pre,-3.14%
16-01-2018,10700.45,Pre,-3.52%
17-01-2018,10788.55,Pre,-2.72%
18-01-2018,10817,Pre,-2.46%
19-01-2018,10894.7,Pre,-1.76%
22-01-2018,10966.2,Pre,-1.12%
23-01-2018,11083.7,Pre,-0.06%
24-01-2018,11086,Pre,-0.04%
25-01-2018,11069.65,Pre,-0.19%
29-01-2018,11130.4,Pre,0.36%
30-01-2018,11049.65,Pre,-0.37%
31-01-2018,11027.7,Pre,-0.56%
01-02-2018,11016.9,Pre,-0.66%
02-02-2018,10760.6,Pre,-2.97%
05-02-2018,10666.55,Pre,-3.82%
06-02-2018,10498.25,Pre,-5.34%
07-02-2018,10476.7,Pre,-5.53%
08-02-2018,10576.85,Pre,-4.63%
09-02-2018,10454.95,Pre,-5.73%
12-02-2018,10539.75,Pre,-4.96%
14-02-2018,10500.9,Pre,-5.31%
15-02-2018,10545.5,Pre,-4.91%
16-02-2018,10452.3,Pre,-5.75%
19-02-2018,10378.4,Pre,-6.42%
20-02-2018,10360.4,Pre,-6.58%
21-02-2018,10397.45,Pre,-6.25%
22-02-2018,10382.7,Pre,-6.38%
23-02-2018,10491.05,Pre,-5.40%
26-02-2018,10582.6,Pre,-4.58%
27-02-2018,10554.3,Pre,-4.83%
28-02-2018,10492.85,Pre,-5.39%
01-03-2018,10458.35,Pre,-5.70%
05-03-2018,10358.85,Pre,-6.60%
06-03-2018,10249.25,Pre,-7.58%
07-03-2018,10154.2,Pre,-8.44%
08-03-2018,10242.65,Pre,-7.64%
09-03-2018,10226.85,Pre,-7.79%
12-03-2018,10421.4,Pre,-6.03%
13-03-2018,10426.85,Pre,-5.98%
14-03-2018,10410.9,Pre,-6.13%
15-03-2018,10360.15,Pre,-6.58%
16-03-2018,10195.15,Pre,-8.07%
19-03-2018,10094.25,Pre,-8.98%
20-03-2018,10124.35,Pre,-8.71%
21-03-2018,10155.25,Pre,-8.43%
22-03-2018,10114.75,Pre,-8.80%
23-03-2018,9998.05,Pre,-9.85%
26-03-2018,10130.65,Pre,-8.65%
27-03-2018,10184.15,Pre,-8.17%
28-03-2018,10113.7,Pre,-8.81%
02-04-2018,10211.8,Pre,-7.92%
03-04-2018,10245,Pre,-7.62%
04-04-2018,10128.4,Pre,-8.67%
05-04-2018,10325.15,Pre,-6.90%
06-04-2018,10331.6,Pre,-6.84%
09-04-2018,10379.35,Pre,-6.41%
10-04-2018,10402.25,Pre,-6.20%
11-04-2018,10417.15,Pre,-6.07%
12-04-2018,10458.65,Pre,-5.70%
13-04-2018,10480.6,Pre,-5.50%
16-04-2018,10528.35,Pre,-5.07%
17-04-2018,10548.7,Pre,-4.88%
18-04-2018,10526.2,Pre,-5.09%
19-04-2018,10565.3,Pre,-4.73%
20-04-2018,10564.05,Pre,-4.75%
23-04-2018,10584.7,Pre,-4.56%
24-04-2018,10614.35,Pre,-4.29%
25-04-2018,10570.55,Pre,-4.69%
26-04-2018,10617.8,Pre,-4.26%
27-04-2018,10692.3,Pre,-3.59%
30-04-2018,10739.35,Pre,-3.16%
02-05-2018,10718.05,Pre,-3.36%
03-05-2018,10679.65,Pre,-3.70%
04-05-2018,10618.25,Pre,-4.26%
07-05-2018,10715.5,Pre,-3.38%
08-05-2018,10717.8,Pre,-3.36%
09-05-2018,10741.7,Pre,-3.14%
10-05-2018,10716.55,Pre,-3.37%
11-05-2018,10806.5,Pre,-2.56%
14-05-2018,10806.6,Pre,-2.56%
15-05-2018,10801.85,Pre,-2.60%
16-05-2018,10741.1,Pre,-3.15%
17-05-2018,10682.7,Pre,-3.68%
18-05-2018,10596.4,Pre,-4.45%
21-05-2018,10516.7,Pre,-5.17%
22-05-2018,10536.7,Pre,-4.99%
23-05-2018,10430.35,Pre,-5.95%
24-05-2018,10513.85,Pre,-5.20%
25-05-2018,10605.15,Pre,-4.37%
28-05-2018,10688.65,Pre,-3.62%
29-05-2018,10633.3,Pre,-4.12%
30-05-2018,10614.35,Pre,-4.29%
31-05-2018,10736.15,Pre,-3.19%
01-06-2018,10696.2,Pre,-3.55%
04-06-2018,10628.5,Pre,-4.16%
05-06-2018,10593.15,Pre,-4.48%
06-06-2018,10684.65,Pre,-3.66%
07-06-2018,10768.35,Pre,-2.90%
08-06-2018,10767.65,Pre,-2.91%
11-06-2018,10786.95,Pre,-2.74%
12-06-2018,10842.85,Pre,-2.23%
13-06-2018,10856.7,Pre,-2.11%
14-06-2018,10808.05,Pre,-2.55%
15-06-2018,10817.7,Pre,-2.46%
18-06-2018,10799.85,Pre,-2.62%
19-06-2018,10710.45,Pre,-3.43%
20-06-2018,10772.05,Pre,-2.87%
21-06-2018,10741.1,Pre,-3.15%
22-06-2018,10821.85,Pre,-2.42%
25-06-2018,10762.45,Pre,-2.96%
26-06-2018,10769.15,Pre,-2.90%
27-06-2018,10671.4,Pre,-3.78%
28-06-2018,10589.1,Pre,-4.52%
29-06-2018,10714.3,Pre,-3.39%
02-07-2018,10657.3,Pre,-3.90%
03-07-2018,10699.9,Pre,-3.52%
04-07-2018,10769.9,Pre,-2.89%
05-07-2018,10749.75,Pre,-3.07%
06-07-2018,10772.65,Pre,-2.86%
09-07-2018,10852.9,Pre,-2.14%
10-07-2018,10947.25,Pre,-1.29%
11-07-2018,10948.3,Pre,-1.28%
12-07-2018,11023.2,Pre,-0.61%
13-07-2018,11018.9,Pre,-0.64%
16-07-2018,10936.85,Pre,-1.38%
17-07-2018,11008.05,Pre,-0.74%
18-07-2018,10980.45,Pre,-0.99%
19-07-2018,10957.1,Pre,-1.20%
20-07-2018,11010.2,Pre,-0.72%
23-07-2018,11084.75,Pre,-0.05%
24-07-2018,11134.3,Pre,0.40%
25-07-2018,11132,Pre,0.38%
26-07-2018,11167.3,Pre,0.69%
27-07-2018,11278.35,Pre,1.70%
30-07-2018,11319.55,Pre,2.07%
31-07-2018,11356.5,Pre,2.40%
01-08-2018,11346.2,Pre,2.31%
02-08-2018,11244.7,Pre,1.39%
03-08-2018,11360.8,Pre,2.44%
06-08-2018,11387.1,Pre,2.68%
07-08-2018,11389.45,Pre,2.70%
08-08-2018,11450,Pre,3.24%
09-08-2018,11470.7,Pre,3.43%
10-08-2018,11429.5,Pre,3.06%
13-08-2018,11355.75,Pre,2.39%
14-08-2018,11435.1,Pre,3.11%
16-08-2018,11385.05,Pre,2.66%
17-08-2018,11470.75,Pre,3.43%
20-08-2018,11551.75,Pre,4.16%
21-08-2018,11570.9,Pre,4.33%
23-08-2018,11582.75,Pre,4.44%
24-08-2018,11557.1,Pre,4.21%
27-08-2018,11691.95,Pre,5.42%
28-08-2018,11738.5,Pre,5.84%
29-08-2018,11691.9,Pre,5.42%
30-08-2018,11676.8,Pre,5.29%
31-08-2018,11680.5,Pre,5.32%
03-09-2018,11582.35,Pre,4.44%
04-09-2018,11520.3,Pre,3.88%
05-09-2018,11476.95,Pre,3.49%
06-09-2018,11536.9,Pre,4.03%
07-09-2018,11589.1,Pre,4.50%
10-09-2018,11438.1,Pre,3.14%
11-09-2018,11287.5,Pre,1.78%
12-09-2018,11369.9,Pre,2.52%
14-09-2018,11515.2,Pre,3.83%
17-09-2018,11377.75,Pre,2.59%
18-09-2018,11278.9,Pre,1.70%
19-09-2018,11234.35,Pre,1.30%
21-09-2018,11143.1,Pre,0.48%
24-09-2018,10967.4,Pre,-1.11%
25-09-2018,11067.45,Pre,-0.21%
26-09-2018,11053.8,Pre,-0.33%
27-09-2018,10977.55,Pre,-1.02%
28-09-2018,10930.45,Pre,-1.44%
01-10-2018,11008.3,Pre,-0.74%
03-10-2018,10858.25,Pre,-2.09%
04-10-2018,10599.25,Pre,-4.43%
05-10-2018,10316.45,Pre,-6.98%
08-10-2018,10348.05,Pre,-6.69%
09-10-2018,10301.05,Pre,-7.12%
10-10-2018,10460.1,Pre,-5.68%
11-10-2018,10234.65,Pre,-7.72%
12-10-2018,10472.5,Pre,-5.57%
15-10-2018,10512.5,Pre,-5.21%
16-10-2018,10584.75,Pre,-4.56%
17-10-2018,10453.05,Pre,-5.75%
19-10-2018,10303.55,Pre,-7.09%
22-10-2018,10245.25,Pre,-7.62%
23-10-2018,10146.8,Pre,-8.51%
24-10-2018,10224.75,Pre,-7.80%
25-10-2018,10124.9,Pre,-8.71%
26-10-2018,10030,Pre,-9.56%
29-10-2018,10250.85,Pre,-7.57%
30-10-2018,10198.4,Pre,-8.04%
31-10-2018,10386.6,Pre,-6.35%
01-11-2018,10380.45,Pre,-6.40%
02-11-2018,10553,Pre,-4.84%
05-11-2018,10524,Pre,-5.11%
06-11-2018,10530,Pre,-5.05%
07-11-2018,10598.4,Pre,-4.44%
09-11-2018,10585.2,Pre,-4.55%
12-11-2018,10482.2,Pre,-5.48%
13-11-2018,10582.5,Pre,-4.58%
14-11-2018,10576.3,Pre,-4.63%
15-11-2018,10616.7,Pre,-4.27%
16-11-2018,10682.2,Pre,-3.68%
19-11-2018,10763.4,Pre,-2.95%
20-11-2018,10656.2,Pre,-3.91%
21-11-2018,10600.05,Pre,-4.42%
22-11-2018,10526.75,Pre,-5.08%
26-11-2018,10628.6,Pre,-4.16%
27-11-2018,10685.6,Pre,-3.65%
28-11-2018,10728.85,Pre,-3.26%
29-11-2018,10858.7,Pre,-2.09%
30-11-2018,10876.75,Pre,-1.93%
03-12-2018,10883.75,Pre,-1.86%
04-12-2018,10869.5,Pre,-1.99%
05-12-2018,10782.9,Pre,-2.77%
06-12-2018,10601.15,Pre,-4.41%
07-12-2018,10693.7,Pre,-3.58%
10-12-2018,10488.45,Pre,-5.43%
11-12-2018,10549.15,Pre,-4.88%
12-12-2018,10737.6,Pre,-3.18%
13-12-2018,10791.55,Pre,-2.69%
14-12-2018,10805.45,Pre,-2.57%
17-12-2018,10888.35,Pre,-1.82%
18-12-2018,10908.7,Pre,-1.64%
19-12-2018,10967.3,Pre,-1.11%
20-12-2018,10951.7,Pre,-1.25%
21-12-2018,10754,Pre,-3.03%
24-12-2018,10663.5,Pre,-3.85%
26-12-2018,10729.85,Pre,-3.25%
27-12-2018,10779.8,Pre,-2.80%
28-12-2018,10859.9,Pre,-2.08%
31-12-2018,10862.55,Pre,-2.05%
01-01-2019,10910.1,Pre,-1.62%
02-01-2019,10792.5,Pre,-2.69%
03-01-2019,10672.25,Pre,-3.77%
04-01-2019,10727.35,Pre,-3.27%
07-01-2019,10771.8,Pre,-2.87%
08-01-2019,10802.15,Pre,-2.60%
09-01-2019,10855.15,Pre,-2.12%
10-01-2019,10821.6,Pre,-2.42%
11-01-2019,10794.95,Pre,-2.66%
14-01-2019,10737.6,Pre,-3.18%
15-01-2019,10886.8,Pre,-1.84%
16-01-2019,10890.3,Pre,-1.80%
17-01-2019,10905.2,Pre,-1.67%
18-01-2019,10906.95,Pre,-1.65%
21-01-2019,10961.85,Pre,-1.16%
22-01-2019,10922.75,Pre,-1.51%
23-01-2019,10831.5,Pre,-2.33%
24-01-2019,10849.8,Pre,-2.17%
25-01-2019,10780.55,Pre,-2.79%
28-01-2019,10661.55,Pre,-3.87%
29-01-2019,10652.2,Pre,-3.95%
30-01-2019,10651.8,Pre,-3.95%
31-01-2019,10830.95,Pre,-2.34%
01-02-2019,10893.65,Pre,-1.77%
04-02-2019,10912.25,Pre,-1.61%
05-02-2019,10934.35,Pre,-1.41%
06-02-2019,11062.45,Pre,-0.25%
07-02-2019,11069.4,Pre,-0.19%
08-02-2019,10943.6,Pre,-1.32%
11-02-2019,10888.8,Pre,-1.82%
12-02-2019,10831.4,Pre,-2.33%
13-02-2019,10793.65,Pre,-2.68%
14-02-2019,10746.05,Pre,-3.10%
15-02-2019,10724.4,Pre,-3.30%
18-02-2019,10640.95,Pre,-4.05%
19-02-2019,10604.35,Pre,-4.38%
20-02-2019,10735.45,Pre,-3.20%
21-02-2019,10789.85,Pre,-2.71%
22-02-2019,10791.65,Pre,-2.69%
25-02-2019,10880.1,Pre,-1.90%
26-02-2019,10835.3,Pre,-2.30%
27-02-2019,10806.65,Pre,-2.56%
28-02-2019,10792.5,Pre,-2.69%
01-03-2019,10863.5,Pre,-2.05%
05-03-2019,10987.45,Pre,-0.93%
06-03-2019,11053,Pre,-0.34%
07-03-2019,11058.2,Pre,-0.29%
08-03-2019,11035.4,Pre,-0.50%
11-03-2019,11168.05,Pre,0.70%
12-03-2019,11301.2,Pre,1.90%
13-03-2019,11341.7,Pre,2.27%
14-03-2019,11343.25,Pre,2.28%
15-03-2019,11426.85,Pre,3.03%
18-03-2019,11462.2,Pre,3.35%
19-03-2019,11532.4,Pre,3.99%
20-03-2019,11521.05,Pre,3.88%
22-03-2019,11456.9,Pre,3.31%
25-03-2019,11354.25,Pre,2.38%
26-03-2019,11483.25,Pre,3.54%
27-03-2019,11445.05,Pre,3.20%
28-03-2019,11570,Pre,4.33%
29-03-2019,11623.9,Pre,4.81%
01-04-2019,11669.15,Pre,5.22%
02-04-2019,11713.2,Pre,5.62%
03-04-2019,11643.95,Pre,4.99%
04-04-2019,11598,Pre,4.58%
05-04-2019,11665.95,Pre,5.19%
08-04-2019,11604.5,Pre,4.64%
09-04-2019,11671.95,Pre,5.24%
10-04-2019,11584.3,Pre,4.45%
11-04-2019,11596.7,Pre,4.57%
12-04-2019,11643.45,Pre,4.99%
15-04-2019,11690.35,Pre,5.41%
16-04-2019,11787.15,Pre,6.28%
18-04-2019,11752.8,Pre,5.97%
22-04-2019,11594.45,Pre,4.55%
23-04-2019,11575.95,Pre,4.38%
24-04-2019,11726.15,Pre,5.73%
25-04-2019,11641.8,Pre,4.97%
26-04-2019,11754.65,Pre,5.99%
30-04-2019,11748.15,Pre,5.93%
02-05-2019,11724.75,Pre,5.72%
03-05-2019,11712.25,Pre,5.61%
06-05-2019,11598.25,Pre,4.58%
07-05-2019,11497.9,Pre,3.68%
08-05-2019,11359.45,Pre,2.43%
09-05-2019,11301.8,Pre,1.91%
10-05-2019,11278.9,Pre,1.70%
13-05-2019,11148.2,Pre,0.52%
14-05-2019,11222.05,Pre,1.19%
15-05-2019,11157,Pre,0.60%
16-05-2019,11257.1,Pre,1.50%
17-05-2019,11407.15,Pre,2.86%
20-05-2019,11828.25,Pre,6.65%
21-05-2019,11709.1,Pre,5.58%
22-05-2019,11737.9,Pre,5.84%
23-05-2019,11657.05,Pre,5.11%
24-05-2019,11844.1,Pre,6.80%
27-05-2019,11924.75,Pre,7.52%
28-05-2019,11928.75,Pre,7.56%
29-05-2019,11861.1,Pre,6.95%
30-05-2019,11945.9,Pre,7.71%
31-05-2019,11922.8,Pre,7.51%
03-06-2019,12088.55,Pre,9.00%
04-06-2019,12021.65,Pre,8.40%
06-06-2019,11843.75,Pre,6.79%
07-06-2019,11870.65,Pre,7.04%
10-06-2019,11922.7,Pre,7.51%
11-06-2019,11965.6,Pre,7.89%
12-06-2019,11906.2,Pre,7.36%
13-06-2019,11914.05,Pre,7.43%
14-06-2019,11823.3,Pre,6.61%
17-06-2019,11672.15,Pre,5.25%
18-06-2019,11691.5,Pre,5.42%
19-06-2019,11691.45,Pre,5.42%
20-06-2019,11831.75,Pre,6.69%
21-06-2019,11724.1,Pre,5.71%
24-06-2019,11699.65,Pre,5.49%
25-06-2019,11796.45,Pre,6.37%
26-06-2019,11847.55,Pre,6.83%
27-06-2019,11841.55,Pre,6.77%
28-06-2019,11788.85,Pre,6.30%
01-07-2019,11865.6,Pre,6.99%
02-07-2019,11910.3,Pre,7.39%
03-07-2019,11916.75,Pre,7.45%
04-07-2019,11946.75,Pre,7.72%
05-07-2019,11811.15,Pre,6.50%
08-07-2019,11558.6,Pre,4.22%
09-07-2019,11555.9,Pre,4.20%
10-07-2019,11498.9,Pre,3.68%
11-07-2019,11582.9,Pre,4.44%
12-07-2019,11552.5,Pre,4.17%
15-07-2019,11588.35,Pre,4.49%
16-07-2019,11662.6,Pre,5.16%
17-07-2019,11687.5,Pre,5.38%
18-07-2019,11596.9,Pre,4.57%
19-07-2019,11419.25,Pre,2.97%
22-07-2019,11346.2,Pre,2.31%
23-07-2019,11331.05,Pre,2.17%
24-07-2019,11271.3,Pre,1.63%
25-07-2019,11252.15,Pre,1.46%
26-07-2019,11284.3,Pre,1.75%
29-07-2019,11189.2,Pre,0.89%
30-07-2019,11085.4,Pre,-0.04%
31-07-2019,11118,Pre,0.25%
01-08-2019,10980,Pre,-0.99%
02-08-2019,10997.35,Pre,-0.84%
05-08-2019,10862.6,Pre,-2.05%
06-08-2019,10948.25,Pre,-1.28%
07-08-2019,10855.5,Pre,-2.12%
08-08-2019,11032.45,Pre,-0.52%
09-08-2019,11109.65,Pre,0.17%
13-08-2019,10925.85,Pre,-1.48%
14-08-2019,11029.4,Pre,-0.55%
16-08-2019,11047.8,Pre,-0.38%
19-08-2019,11053.9,Pre,-0.33%
20-08-2019,11017,Pre,-0.66%
21-08-2019,10918.7,Pre,-1.55%
22-08-2019,10741.35,Pre,-3.15%
23-08-2019,10829.35,Pre,-2.35%
26-08-2019,11057.85,Pre,-0.29%
27-08-2019,11105.35,Pre,0.14%
28-08-2019,11046.1,Pre,-0.40%
29-08-2019,10948.3,Pre,-1.28%
30-08-2019,11023.25,Pre,-0.60%
03-09-2019,10797.9,Pre,-2.64%
04-09-2019,10844.65,Pre,-2.22%
05-09-2019,10847.9,Pre,-2.19%
06-09-2019,10946.2,Pre,-1.30%
09-09-2019,11003.05,Pre,-0.79%
11-09-2019,11035.7,Pre,-0.49%
12-09-2019,10982.8,Pre,-0.97%
13-09-2019,11075.9,Pre,-0.13%
16-09-2019,11003.5,Pre,-0.78%
17-09-2019,10817.6,Pre,-2.46%
18-09-2019,10840.65,Pre,-2.25%
19-09-2019,10704.8,Pre,-3.48%
20-09-2019,11274.2,Pre,1.66%
23-09-2019,11600.2,Pre,4.60%
24-09-2019,11588.2,Pre,4.49%
25-09-2019,11440.2,Pre,3.15%
26-09-2019,11571.2,Pre,4.34%
27-09-2019,11512.4,Pre,3.81%
30-09-2019,11474.45,Pre,3.46%
01-10-2019,11359.9,Pre,2.43%
03-10-2019,11314,Pre,2.02%
04-10-2019,11174.75,Pre,0.76%
07-10-2019,11126.4,Pre,0.33%
09-10-2019,11313.3,Pre,2.01%
10-10-2019,11234.55,Pre,1.30%
11-10-2019,11305.05,Pre,1.94%
14-10-2019,11341.15,Pre,2.26%
15-10-2019,11428.3,Pre,3.05%
16-10-2019,11464,Pre,3.37%
17-10-2019,11586.35,Pre,4.47%
18-10-2019,11661.85,Pre,5.15%
22-10-2019,11588.35,Pre,4.49%
23-10-2019,11604.1,Pre,4.63%
24-10-2019,11582.6,Pre,4.44%
25-10-2019,11583.9,Pre,4.45%
27-10-2019,11627.15,Pre,4.84%
29-10-2019,11786.85,Pre,6.28%
30-10-2019,11844.1,Pre,6.80%
31-10-2019,11877.45,Pre,7.10%
01-11-2019,11890.6,Pre,7.22%
04-11-2019,11941.3,Pre,7.67%
05-11-2019,11917.2,Pre,7.46%
06-11-2019,11966.05,Pre,7.90%
07-11-2019,12012.05,Pre,8.31%
08-11-2019,11908.15,Pre,7.37%
11-11-2019,11913.45,Pre,7.42%
13-11-2019,11840.45,Pre,6.76%
14-11-2019,11872.1,Pre,7.05%
15-11-2019,11895.45,Pre,7.26%
18-11-2019,11884.5,Pre,7.16%
19-11-2019,11940.1,Pre,7.66%
20-11-2019,11999.1,Pre,8.19%
21-11-2019,11968.4,Pre,7.92%
22-11-2019,11914.4,Pre,7.43%
25-11-2019,12073.75,Pre,8.87%
26-11-2019,12037.7,Pre,8.54%
27-11-2019,12100.7,Pre,9.11%
28-11-2019,12151.15,Pre,9.57%
29-11-2019,12056.05,Pre,8.71%
02-12-2019,12048.2,Pre,8.64%
03-12-2019,11994.2,Pre,8.15%
04-12-2019,12043.2,Pre,8.59%
05-12-2019,12018.4,Pre,8.37%
06-12-2019,11921.5,Pre,7.49%
09-12-2019,11937.5,Pre,7.64%
10-12-2019,11856.8,Pre,6.91%
11-12-2019,11910.15,Pre,7.39%
12-12-2019,11971.8,Pre,7.95%
13-12-2019,12086.7,Pre,8.98%
16-12-2019,12053.95,Pre,8.69%
17-12-2019,12165,Pre,9.69%
18-12-2019,12221.65,Pre,10.20%
19-12-2019,12259.7,Pre,10.54%
20-12-2019,12271.8,Pre,10.65%
23-12-2019,12262.75,Pre,10.57%
24-12-2019,12214.55,Pre,10.14%
26-12-2019,12126.55,Pre,9.34%
27-12-2019,12245.8,Pre,10.42%
30-12-2019,12255.85,Pre,10.51%
31-12-2019,12168.45,Pre,9.72%
01-01-2020,12182.5,Post,9.85%
02-01-2020,12282.2,Post,10.75%
03-01-2020,12226.65,Post,10.25%
06-01-2020,11993.05,Post,8.14%
07-01-2020,12052.95,Post,8.68%
08-01-2020,12025.35,Post,8.43%
09-01-2020,12215.9,Post,10.15%
10-01-2020,12256.8,Post,10.52%
13-01-2020,12329.55,Post,11.17%
14-01-2020,12362.3,Post,11.47%
15-01-2020,12343.3,Post,11.30%
16-01-2020,12355.5,Post,11.41%
17-01-2020,12352.35,Post,11.38%
20-01-2020,12224.55,Post,10.23%
21-01-2020,12169.85,Post,9.73%
22-01-2020,12106.9,Post,9.17%
23-01-2020,12180.35,Post,9.83%
24-01-2020,12248.25,Post,10.44%
27-01-2020,12119,Post,9.28%
28-01-2020,12055.8,Post,8.71%
29-01-2020,12129.5,Post,9.37%
30-01-2020,12035.8,Post,8.53%
31-01-2020,11962.1,Post,7.86%
01-02-2020,11661.85,Post,5.15%
03-02-2020,11707.9,Post,5.57%
04-02-2020,11979.65,Post,8.02%
05-02-2020,12089.15,Post,9.01%
06-02-2020,12137.95,Post,9.45%
07-02-2020,12098.35,Post,9.09%
10-02-2020,12031.5,Post,8.49%
11-02-2020,12107.9,Post,9.18%
12-02-2020,12201.2,Post,10.02%
13-02-2020,12174.65,Post,9.78%
14-02-2020,12113.45,Post,9.23%
17-02-2020,12045.8,Post,8.62%
18-02-2020,11992.5,Post,8.13%
19-02-2020,12125.9,Post,9.34%
20-02-2020,12080.85,Post,8.93%
24-02-2020,11829.4,Post,6.66%
25-02-2020,11797.9,Post,6.38%
26-02-2020,11678.5,Post,5.30%
27-02-2020,11633.3,Post,4.90%
28-02-2020,11201.75,Post,1.00%
02-03-2020,11132.75,Post,0.38%
03-03-2020,11303.3,Post,1.92%
04-03-2020,11251,Post,1.45%
05-03-2020,11269,Post,1.61%
06-03-2020,10989.45,Post,-0.91%
09-03-2020,10451.45,Post,-5.76%
11-03-2020,10458.4,Post,-5.70%
12-03-2020,9590.15,Post,-13.53%
13-03-2020,9955.2,Post,-10.24%
16-03-2020,9197.4,Post,-17.07%
17-03-2020,8967.04,Post,-19.15%
18-03-2020,8468.79,Post,-23.64%
19-03-2020,8263.45,Post,-25.49%
20-03-2020,8745.45,Post,-21.14%
23-03-2020,7610.25,Post,-31.38%
24-03-2020,7801.05,Post,-29.66%
25-03-2020,8317.85,Post,-25.00%
26-03-2020,8641.45,Post,-22.08%
27-03-2020,8660.25,Post,-21.91%
30-03-2020,8281.1,Post,-25.33%
31-03-2020,8597.75,Post,-22.48%
01-04-2020,8253.79,Post,-25.58%
03-04-2020,8083.8,Post,-27.11%
07-04-2020,8792.2,Post,-20.72%
08-04-2020,8748.75,Post,-21.11%
09-04-2020,9111.9,Post,-17.84%
13-04-2020,8993.85,Post,-18.90%
15-04-2020,8925.29,Post,-19.52%
16-04-2020,8992.79,Post,-18.91%
17-04-2020,9266.75,Post,-16.44%
20-04-2020,9261.85,Post,-16.49%
21-04-2020,8981.45,Post,-19.02%
22-04-2020,9187.29,Post,-17.16%
23-04-2020,9313.9,Post,-16.02%
24-04-2020,9154.4,Post,-17.46%
27-04-2020,9282.29,Post,-16.30%
28-04-2020,9380.9,Post,-15.41%
29-04-2020,9553.35,Post,-13.86%
30-04-2020,9859.9,Post,-11.09%
